Wall time,Step,Value
1669658559.5665743,13,264.6412353515625
1669658569.1498444,27,148.5966339111328
1669658580.163489,41,140.1970672607422
1669658592.9163184,55,9.561275482177734
1669658602.4617198,69,269.8080139160156
1669658613.4222777,83,181.81097412109375
1669658622.9957001,97,280.0848388671875
1669658634.0014,111,152.3930206298828
1669658645.8817232,125,156.18817138671875
1669658657.2980258,139,164.96104431152344
1669658668.0861986,153,168.0675048828125
1669658679.1034207,167,165.58016967773438
1669658689.090808,181,208.84310913085938
1669658701.223035,195,66.63086700439453
1669658711.8356774,209,188.67575073242188
1669658722.7353659,223,158.60145568847656
1669658734.4694495,237,103.42829895019531
1669658744.114603,251,294.54229736328125
1669658755.4297523,264,195.73243713378906
1669658768.113519,278,57.140750885009766
1669658778.924987,292,235.52340698242188
1669658791.123569,306,61.720584869384766
1669658802.9915986,320,56.055030822753906
1669658814.4461613,334,124.72840118408203
1669658826.3273885,348,51.226993560791016
1669658838.3413568,362,39.35889434814453
1669658849.8323715,376,89.96057891845703
1669658861.3245072,390,125.35467529296875
1669658873.8430362,404,2.3443593978881836
1669658886.8716493,418,-36.16741943359375
1669658898.3306518,432,117.3373794555664
1669658911.4942098,446,57.871543884277344
1669658924.0946393,460,78.62274169921875
1669658934.6288939,474,221.92430114746094
1669658945.433131,488,176.37420654296875
1669658955.3992877,502,163.58717346191406
1669658967.3635428,516,66.28726196289062
1669658978.6909633,530,125.73927307128906
1669658987.6955707,543,334.6048583984375
1669659000.7167344,557,-62.97038650512695
1669659011.4781208,571,176.38194274902344
1669659022.7344983,585,111.13407135009766
1669659033.5003302,599,165.88742065429688
1669659045.993691,613,42.67048645019531
1669659057.3262377,627,213.35032653808594
1669659070.852525,641,18.477930068969727
1669659083.3675704,655,20.62603187561035
1669659095.1308327,669,55.13930892944336
1669659106.6406066,683,137.17881774902344
1669659118.9417043,697,-6.220003128051758
1669659129.9333723,711,143.097900390625
1669659140.1088924,725,243.19740295410156
1669659150.2729604,739,238.03822326660156
1669659162.1353562,753,112.13735961914062
1669659174.6951644,767,171.8433380126953
1669659186.6752615,781,120.5936508178711
1669659199.596627,795,0.5494284629821777
1669659211.4596364,809,77.46851348876953
1669659222.1106007,822,149.22019958496094
1669659234.0232198,836,66.41284942626953
1669659245.9109309,850,56.02018737792969
1669659257.2725384,864,91.80815124511719
1669659269.045431,878,63.567142486572266
1669659280.0482688,892,144.7386932373047
1669659292.0640388,906,48.308074951171875
1669659304.0659456,920,30.127033233642578
1669659316.6809893,934,103.31645965576172
1669659329.5032752,948,27.25418472290039
1669659341.8837602,962,92.01160430908203
1669659353.2738006,976,130.9438018798828
1669659365.75172,990,29.032718658447266
1669659377.9729526,1004,35.54686737060547
1669659390.306567,1018,-4.196160793304443
1669659402.279225,1032,99.59715270996094
1669659413.8406072,1046,149.9264373779297
1669659426.6688752,1060,-18.09648895263672
1669659439.5054052,1074,25.56014060974121
1669659450.9887037,1088,196.41717529296875
1669659463.6473937,1101,96.6629867553711
1669659475.3567724,1115,64.66123962402344
1669659487.58999,1129,52.45933532714844
1669659499.2273715,1143,83.26075744628906
1669659510.8569744,1157,98.59246826171875
1669659522.204169,1171,142.5252685546875
1669659533.5644598,1185,104.66429901123047
1669659545.0921803,1199,116.9375991821289
1669659556.9670503,1213,101.01925659179688
1669659569.402496,1227,22.874488830566406
1669659580.944224,1241,88.82279968261719
1669659594.3200753,1255,46.38733673095703
1669659608.224966,1269,-14.45535659790039
1669659621.5195425,1283,-66.27813720703125
1669659632.9812121,1297,64.8966064453125
1669659645.084831,1311,66.70294189453125
1669659656.6643794,1325,78.52784729003906
1669659668.4127622,1339,80.14018249511719
1669659679.036657,1353,64.37602233886719
1669659690.0064127,1367,149.2624053955078
1669659701.2750711,1380,105.95551300048828
1669659711.5025494,1394,160.32876586914062
1669659724.4075696,1408,-80.78404235839844
1669659737.0608912,1422,120.13199615478516
1669659750.5475292,1436,61.810977935791016
1669659761.3445127,1450,133.6846466064453
1669659772.0720837,1464,236.63119506835938
1669659781.8191288,1478,273.7347106933594
1669659794.1006904,1492,20.013031005859375
1669659805.3293457,1506,84.97293090820312
1669659815.996963,1520,171.1298065185547
1669659827.4052818,1534,57.05165481567383
1669659837.3138363,1548,261.80401611328125
1669659847.8135927,1562,240.3253173828125
1669659859.4232202,1576,218.8706817626953
1669659872.016628,1590,77.93753051757812
1669659883.9265938,1604,102.14971160888672
1669659894.366197,1618,194.63723754882812
1669659904.5536637,1632,196.48757934570312
1669659914.6501687,1646,254.79443359375
1669659926.4106603,1660,72.56246948242188
1669659937.0068674,1673,138.6973114013672
1669659948.6754417,1687,85.76000213623047
1669659959.9346244,1701,123.88317108154297
1669659971.9364445,1715,11.927688598632812
1669659982.707646,1729,146.96331787109375
1669659994.107967,1743,191.15882873535156
1669660007.837991,1757,-33.41824722290039
1669660020.4018438,1771,69.86116027832031
1669660031.9442348,1785,93.38733673095703
1669660044.6548553,1799,-77.2178955078125
1669660056.1367788,1813,155.174560546875
1669660066.7741861,1827,144.00425720214844
1669660078.2489045,1841,81.41450500488281
1669660090.155048,1855,23.193981170654297
1669660100.3364775,1869,184.78526306152344
1669660112.2571948,1883,64.14591979980469
1669660125.335936,1897,59.660614013671875
1669660136.0037065,1911,193.4791259765625
1669660147.6765296,1925,102.01789855957031
1669660158.165872,1939,113.01844024658203
1669660170.2672365,1952,-34.64098358154297
1669660180.2855542,1966,226.69500732421875
1669660190.3319979,1980,188.71173095703125
1669660200.3644807,1994,191.2376708984375
1669660212.2409973,2008,-6.574937343597412
1669660222.0748901,2022,203.61489868164062
1669660232.4947338,2036,175.26510620117188
1669660243.5216804,2050,112.45223236083984
1669660254.9326067,2064,54.44709396362305
1669660267.8967059,2078,80.05909729003906
1669660278.1769536,2092,213.1772003173828
1669660288.2255187,2106,269.3076477050781
1669660300.282067,2120,-27.534690856933594
1669660310.6191576,2134,132.5677947998047
1669660321.5971544,2148,116.85478210449219
1669660331.4889674,2162,199.57150268554688
1669660341.3751612,2176,200.33457946777344
1669660352.948512,2190,84.95750427246094
1669660363.4296377,2204,146.52618408203125
1669660373.982823,2218,137.99514770507812
1669660385.8687527,2231,5.125494003295898
1669660397.8683965,2245,-10.251775741577148
1669660410.429077,2259,162.86351013183594
1669660421.1856797,2273,145.8712615966797
1669660433.3334093,2287,33.00885009765625
1669660444.0284917,2301,113.93243408203125
1669660455.9556234,2315,-17.05805015563965
1669660468.274049,2329,-4.611369609832764
1669660478.0034647,2343,194.06591796875
1669660488.4674776,2357,153.94866943359375
1669660499.4948583,2371,80.88866424560547
1669660511.020926,2385,29.076614379882812
1669660521.2531655,2399,166.79721069335938
1669660532.0004017,2413,211.85589599609375
1669660544.4148061,2427,35.00645446777344
1669660556.8873625,2441,22.0967960357666
1669660568.2705936,2455,81.87248992919922
1669660578.6618452,2469,146.4526824951172
1669660589.9053392,2483,108.94468688964844
1669660600.993715,2497,103.6630859375
1669660612.6309366,2510,17.74637222290039
1669660624.6967487,2524,-10.379693984985352
1669660635.093374,2538,154.80055236816406
1669660645.6804216,2552,157.328125
1669660655.486365,2566,211.8782958984375
1669660665.3986058,2580,202.80731201171875
1669660679.942767,2594,-42.7204704284668
1669660691.7170496,2608,40.648624420166016
1669660702.4832962,2622,200.6442413330078
1669660712.2573507,2636,206.56422424316406
1669660722.5477238,2650,174.79803466796875
1669660732.4950216,2664,179.82681274414062
1669660742.6726906,2678,194.0423126220703
1669660754.1132076,2692,67.1120834350586
1669660766.1497877,2706,7.504604339599609
1669660778.0670826,2720,4.791544437408447
1669660789.9357128,2734,-27.485572814941406
1669660802.8605876,2748,97.47001647949219
1669660813.7936866,2762,143.7082977294922
1669660825.202889,2776,130.5985565185547
1669660835.6567066,2789,171.6880340576172
1669660846.9326067,2803,62.022674560546875
1669660856.8944032,2817,215.87704467773438
1669660868.363855,2831,44.96214294433594
1669660880.1581872,2845,45.6962776184082
1669660892.1097407,2859,12.308624267578125
1669660902.3566449,2873,156.56063842773438
1669660913.3782847,2887,112.47327423095703
1669660924.2827435,2901,97.43391418457031
1669660935.802446,2915,61.53451156616211
1669660947.9927542,2929,163.39952087402344
1669660961.3234918,2943,-56.59571075439453
1669660972.3363514,2957,154.98406982421875
1669660983.2791598,2971,98.52040100097656
1669660993.9054666,2985,150.26217651367188
1669661005.6136105,2999,43.8856086730957
1669661016.0603056,3013,177.3089141845703
1669661027.5226889,3027,46.49393081665039
1669661039.0360093,3041,31.22998046875
1669661049.7486541,3055,139.64895629882812
1669661061.7226238,3068,64.57660675048828
1669661072.809372,3082,88.26114654541016
1669661083.707257,3096,108.92081451416016
1669661096.2582095,3110,102.72642517089844
1669661108.423203,3124,29.799570083618164
1669661120.1920662,3138,46.53791427612305
1669661130.7023487,3152,162.51576232910156
1669661141.7240958,3166,77.8908462524414
1669661152.8054557,3180,81.61640167236328
1669661164.0060265,3194,81.6081314086914
1669661176.150354,3208,-16.807649612426758
1669661185.5321932,3222,285.9215087890625
